,,,,,,
Petitioner Location,,,"Petitions by State, Company, and FEIN (Last 4 Digits)",,,
,1969,WELLSWEEP RANCES,1,1,,
,2145,GREENBANK HARVESTING LLC,,1,,
,2235,LUSK FARMS LLC,1,1,,
,2371,55 FARMS INC,,,,1
,2802,MARIA MITCHEK FARMS,,1,,
,2830,KRUCKENBERG CONSULTING LLC,1,1,,
,2890,SOUTHERN CROSS RANCHES,1,1,,
,3683,KNAPP FARMS LLC,2,2,,
,3769,CLARK FAMILY ORCHARDS INC,1,1,,
,4088,FULLER ORCHARDS LLC,1,1,,
,4504,CARLOS & ERNESTINE GALICIA FARMS,1,1,,
,5047,OLATHE CORN COMPANY LLC,1,1,,
,5099,HARRY KOURLIS RANCH,,,,1
,5161,CURTIS CHERRY RANCH,,,,2
,5208,PALISADE PEACH SHACK INC,1,1,,
,5514,(blank),1,1,,
,5832,HIRAKATA FARMS LLC,1,1,,
,5918,MESA VIEW ORCHARD INC,,1,,
,6086,BLACK BEAR ORCHARDS LLC,1,1,,
,6871,MERTENS BROS INC,,1,,
,7148,SAIMS FRUIT INC,1,1,,
,7494,DOMINGUEZ CANYON FRUIT CO,1,1,,
,7585,L&M FARMS OF COLORADO LLC,1,2,,
,7700,GILMAR RANCH,,,,1
,7708,PAT HUGHES RANCH,,,,1
,7902,MUSSO FARMS INC,1,1,,
,8182,SOWELL ORCHARDS FRUIT AND SALES,,1,,
,8382,SUAREZ ORCHARD,1,1,,1
,8436,STATELINE CROP CONSULTANTS INC,1,1,,
,8437,HANAGAN FARMS,1,1,,
,8470,5 STAR INC,,,,1
,8602,MAURO FARMS,1,1,,
,8710,WHTIE RIVER RANCH,1,1,,1
,9042,TRIPLE M ORCHARDS LLC,1,1,,
,9161,CROP PRODUCTION SVCS INC,,,1,
,9547,STAR FARMS INC,1,1,,
,9747,NIESBROS FARMS INC,1,2,,
,9936,BRUSH MOUNTAIN RANCH LLC,1,1,,
COLORADO Total,,,34,41,1,9
CONNECTICUT,1708,HAIGHT BROWN VINEYARD,1,1,,
CONNECTICUT Total,,,1,1,,
DELAWARE,1471,FOREST VIEW NURSERY,,1,,
,9640,CANAM HARVESTING LLC,,,,1
,9664,CANAM HARVESTING LLC,1,1,,
DELAWARE Total,,,1,2,,1
FLORIDA,,PALOMA HARVESTING,,,,1
,0005,CITRUS HARVESTING INC,2,2,,1
,0230,KING RANCH TURFGRASS L P,1,1,,
,0241,AGUILERA HARVESTING CORP,3,3,,
,0416,JACINTO HERNANDEZ HARVESTING INC,4,4,,
,0422,A & M LABOR MGMT INC,,,1,
,0533,OLVERA TRUCKING CORP,2,2,,1
,0739,J & P HARVEST INC,4,4,,
,1047,J RIVERA HARVESTING INC,2,2,,
,1059,HACIENDA FARMS INC,4,5,,
,1209,THREE G TRUCKING LLC,3,3,,
,1431,DELEON AGRICULTURAL SVC LLC,1,1,1,
,1447,FLORIDA PACIFIC FARMS L L C,,,,1
,1539,CONSOLIDATED CITRUS LP,1,1,,
,1702,(blank),,,,1
,1824,FARM OP INC,1,1,,
,,KUZZEN S INC,,1,,
,1876,RED HARVESTING INC,5,5,,
,2316,SUNSTATE HARVESTERS INC,2,2,,
,2319,MELENDEZ HARVESTING LLC,1,1,,
,2335,LOS VILLATOROS HARVESTING LLC,7,8,,2
,2390,RUIZ HARVESTING INC,2,2,,1
,2549,EVERGLADES HARVESTING & HAULING IN,1,1,,
,,EVERGLADES HARVESTING AND HAULING,3,4,,
,2597,EB HARVESTING LLC,2,2,,
,,(blank),1,1,,
,2818,FC OF ARCADIA INC,,1,,
,2837,ALPHA CONSOLIDATED CONTRACTING SVC,1,1,,
,2922,RAINBROOK FARMS LLC,,1,,
,2937,JACKSON CITRUS INC,6,6,,
,2945,F MADRI HARVESTING INC,1,1,,
,,F MADRID HARVESTING INC,5,5,,1
,3080,DUNSON HARVESTING INC,,1,,
,3082,M K HARVESTING INC,2,2,,1
,3104,TRIPLE S HARVESTING LLC,2,2,,
,3291,REYNA HARVESTING,2,2,,
,3324,E J Y CORPORATION,1,1,,
,,EJY CORP,1,1,,
,,EJY CORPORATION,2,1,1,2
,3464,MARQUEZ HARVESTING INC,1,1,,
,3741,EUFEMIO AVILA HARVESTING,2,2,,1
,3830,PALOMA HARVESTING,,,,1
,,PALOMA HARVESTING INC,,,,1
,3836,J GUERRA LLC,1,1,,
,3851,SEBRING CITRUS INC,4,4,,3
,3997,A SOTO SOUTHERN AG INC,3,3,1,1
,4034,VASQUEZ CITRUS & HAULING INC,2,2,,1
,4355,KING FRESH TOMATO INC,1,1,,
,4475,MARTINEZ & SONS TRUCKING LLC,6,6,,2
,4519,VEL A DA INC,1,1,,
,4550,OASIS HARVESTING INC,1,1,,
,4636,EL VALLE HARVESTING INC,1,1,,1
,4682,(blank),,,,1
,4755,JAMESU FARM LABOR LLC,,,,1
,4958,D / B / A FRANCO MEDINA HARVESTING,1,1,,
,,D/B/A FRANCO MEDINA HARVESTING,1,1,,
,,FRANCO MEDINA DBA FRANCO MEDINA HA,1,1,,
,5090,BENITO MARTINEZ JR,1,1,,
,,(blank),1,1,,
,5261,MELON PRINCE 1 LLC,1,1,,
,5314,TM HARVESTING INC,2,2,,
,5373,DUNSON HARVESTING INC,2,2,,
,5489,ST JOE VALLEY APIARIES,,1,,
,5565,ABBOTT HARVESTING LLC,2,2,,
,5673,GOMELLO LLC,3,3,,
,5682,J HERNANDEZ HARVESTING INC,3,3,,1
,5683,AA HUAPILLA PRODUCE LLC,2,2,,
,5859,DEL SUR HARVESTING LLC,1,1,,1
,6306,EVERGLADES HARVEST AND HAUL LLC,1,1,,
,6421,TRIPLE M FRUIT CO INC,2,2,,
,6447,(blank),1,1,,
,6541,PRIDE HARVESTING LLC,2,2,,1
,6790,JBO HARVESTING INC,1,1,,
,6814,D PEREZ HARVESTING LLC,1,1,,
,6819,HARRELL AND OWENS FARM,1,1,,
,6849,HYATT FARMS,,,,1
,6910,BAILEY FARMS SOUTH LLC,1,1,,1
,6918,5 G HARVESTING LLC,2,2,,1
,,RODRIGO GUTIERREZ TAPIA DBA 5 G HA,4,5,,2
,7063,SM HERNANDEZ AND SONS INC,2,3,,
,7155,S DERRINGER HARVESTING INC,1,1,,
,7359,B & W QUALITY GROWERS INC,5,8,,1
,,B & W QUALITY GROWERS LLC,1,1,,
,7384,AAA FARIA LLC,1,1,,
,7507,DANIEL HARVESTING INC,4,4,,1
,7594,PEQUENO HARVESTING LLC,5,7,,2
,7687,USA SPECIALTY SVCS CORP,,,,1
,7744,JOSE M GRACIA HARVESTING INC,3,3,,1
,7807,HB HARVESTING INC,1,1,,
,7844,MARIN J CORP,3,3,,1
,8040,RODRIGUEZ CITRUS HARVESTING INC,1,1,,
,8177,BADILLO BROTHERS INC,2,2,,
,8397,R&R HARVESTING INC,13,14,,5
,8482,BAUTISTA FARMS TRUCKING LLC,1,1,,
,8556,NAVARRO HARVESTING INC,2,2,,
,8602,FIDEL AGUILERA,1,1,,
,8787,MARGARET MONDRAGON,1,1,,1
,,(blank),5,5,,
,8792,MIDWEST DETASSELING LLC,3,3,,
,8811,ALTA CITRUS LLC,4,4,,
,8866,D&J AND SON S HARVESTING INC,1,1,,
,8886,HAPPY HARVEST LLC,,1,,
,8965,CIRCLE H CITRUS INC,1,,1,
,,GULF CITRUS HARVESTING & HAULING I,2,2,,
,9206,HESS FARMS INC,1,1,,
,9333,OVERLOOK HARVESTING CO LLC,15,15,,2
,,OVERLOOK HARVESTING COMPANY LLC,,,,1
,9445,CENTRAL FRUIT HARVESTING LLC,1,,,2
,,PEDRO CRUZ HARVESTING INC,1,,,2
,9577,SPANISH TRAIL FARMS INC,1,1,,
,9624,DOUBLE J HARVESTING INC,2,2,,
,9645,PAUL INC D/B/A CAR TWO,1,,1,1
,9646,EAGLE MEX ENTERPRISES LLC,1,1,,
,9670,FIDEL BARAJAS D / B / A F&B HARVES,,1,,
,9884,D & K HARVESTING INC,6,6,,
,9966,KUZZEN S INC,9,10,,2
FLORIDA Total,,,236,250,6,56
GEORGIA,,GEORGIA CANTALOUPE CO INC,,,,1
,0166,LANE SOUTHERN ORCHARDS,,1,,
,0327,MAJESTIC BERRY FARM LLC,1,1,,
,0334,STELLA PLANTATION LLC,1,1,,
,0344,MCNEIL LABOR MGMT INC,1,1,,
,,MCNEILL LABOR MGMT INC,6,6,,2
,,MCNEILL LAOBOR MGMT INC,1,1,,1
,,MCNIELL LABOR MGMT INC,1,1,,
,0368,D & D FARMS,1,1,,
,0461,PATRICK FAMILY FARMS LLC,1,1,,
,0485,RANDALL RIVERE FARMS INC,2,2,,2
,0555,HEAGAN FARMS,1,2,,
,0578,BAMBOO SOURCE LLC,1,1,,
,0615,SPORTING VALLEY TURF FARMS INC,1,1,,
,0622,OSAGE FARMS INC,1,1,,
,0656,WESTON ESAU FARMS,1,1,,
,0779,QUAD AG ENTERPRISE LLC,2,2,,2
,0864,JONATHAN VEGA,1,1,,
,0893,WADE FARMS INC,1,1,,
,0924,EUBANKS FARMS,,,,1
,1108,FATHER & SON HARVESTING LLC,,2,,
,1327,SAMSON PARTNERSHIP AND TRINITY FAR,1,1,,
,1651,(blank),1,1,,
,1855,EMILIA ALVAREZ,1,2,,1
,1881,PERO TENNESSEE FARMS LLC,2,3,,
,1903,ROSALBA GONZALEZ,1,1,,
,,ROSALBAL GONZALEZ,1,1,,
,1929,RENE RODRIGUEZ,1,1,,
,1939,ROYAL C FARMS LLC,4,4,,2
,1975,COURSON FAMILY FARMS LLC,1,1,,1
,2052,CORLEY FARMS,1,1,,
,2097,L & M FARMS OF GEORGIA LLC,1,1,,
,2122,(blank),1,1,,
,2141,TYCOR FARMS LLC,1,1,,
,2171,ALBERTO & SONS LLC,1,1,,
,2244,SOUTHERN GEORGIA HARVESTING LLC,1,1,,
,2270,(blank),1,2,,
,2557,JDS VENTURES DBA JP S NURSERY,1,1,,
,2596,D&W REGENERATION INC,1,1,,
,2820,TEMP LABOR LLC,,,,1
,2936,B & A CANE INC,1,1,,
,2977,LATHAM S NURSERY INC,,1,,
,3107,QUALITY PRODUCE LLC,2,2,,
,3323,NATIVE FOREST NURSERY LLC,,1,,
,3443,S&J LABOR CONTRACTORS,1,1,,1
,3581,MORGAN FARMS INC,1,1,,1
,3876,CITY PINESTRAW AND HARVESTING LLC,,1,,
,3898,W H DUNKLIN JR FARMS,1,1,,1
,3921,JERRY PAUL OVERMAN,1,1,,
,3961,DOUBLE B FARMS,1,1,,
,,DOUBLE B FARMS AND MITCHEMS FARM L,1,1,,
,4103,J & R BAKER PRODUCE INC,,1,,
,4230,MIGUEL ANGEL DE LA TORRE,1,1,,
,4261,M & M BERRY FARM LLC,1,1,,
,4337,BURT S FARM LLC,2,2,,
,4385,ALVARO CARREON JR,,1,,
,4432,LUIS MARTINEZ,,1,,
,,REYNALDO GONZALEZ,,,,1
,4676,EMANUEL ESTEBAN,1,1,,
,4727,MIGUEL PEREZ,,,,1
,4857,MOSELEY S INTL INC,1,1,,
,4934,CEDAR MEADOW FARM LLC,1,1,,
,4986,JASON CHARLES PRODUCE,1,1,,
,5039,JUAN T VEGA,1,1,,
,5223,J AND J APRARIES LLC,1,1,,
,5478,EUBANKS PRODUCE INC,1,1,,
,5849,GULF SOUTH GROWERS ASSN,,,,1
,5991,SALGADO HARVESTING LLC,1,1,,
,6068,MARGIRIC FARM LLC,1,1,,1
,6091,BCRS INVESTMENTS LLC,1,2,,1
,6131,ARMANT PLANTATION INC,2,2,,2
,6210,K & T FARMS INC,1,1,,
,6217,GILBERTO VENTURA,1,1,,
,6262,SMANTHA DEEN,,,,1
,,(blank),1,1,,
,6281,CARPENTER PRODUCE,1,1,,
,6323,JAVIER GUERRERO,2,2,,1
,6363,BALD EAGLE FARMS,1,1,,
,6575,WHITE GATE FARM LLC,1,1,,
,6637,NORTHSIDE PLANTING LLC IRISH BEND,1,1,,
,6801,TRIPLE M FARMS OF ASHLEY COUNTY LL,1,1,,
,7045,WIGGINS WATERMELONS LLC,1,1,,
,7091,O REA & SONS HARVESTING & HAULING,1,1,,
,7230,SANDYVIEW FARM,2,2,,
,7480,PAUL PACE FARMS,1,1,,
,7497,AG LABOR LLC,1,2,,
,7661,PERO FAMILY FARMS LLC,1,1,,
,7832,HAMILTON GROWERS INC,,1,,
,8017,NORTON CREEK FARMS INC,2,2,,
,8159,BOOTH FARMS,,,,1
,8216,CHAMPAGNE FARMS INC,1,1,,1
,8288,MIKE MONCRIEF LLC,,,,1
,8304,GUILLOT FARMS INC,1,1,,
,8457,CASSADAY FARMS LLC,3,3,,1
,8617,DOMINGUES FARMS,1,1,,1
,8750,BEIZA BROTHERS HARVESTING LLC,2,2,,1
,8793,AGUILAR HARVESTING LLC,,,,1
,8882,(blank),1,1,,
,9054,TOPASHAW FARMS PARTNERSHIP,,1,,
,9192,CASTRO HARVESTING,2,1,,6
,9240,DRY BRANCH INC,,1,,
,9276,DUSTY LANE FARMS LLC,1,1,,
,9277,L & D PRODUCE FARM,1,1,,
,9279,PAUL BECNEL CITRUS NURSERY,1,1,,
,9348,FAITH FARMS INC,1,1,,
,9454,REYES QUALITY BERRY FARM LLC,1,1,,
,9474,ONION PATCH HARVESTING INC,,,,1
,9543,RODRIGUEZ HARVESTING LLC,3,3,,
,9570,MOORES SEED & GRAIN FARMS INC,,,,1
,9590,TRINITY FARM INC,1,1,,1
,9711,BONNIE PLANTS INC,3,3,,2
,9742,COLEMAN BROTHERS FARMS LLC,1,1,,
,9859,LONE WOLF MANAGEMENT INC,1,1,,1
,9938,PINA FARMS LLC,1,1,,
,9948,TREJO BROS PRODUCE LLC,1,1,,1
,9966,BLAND FARMS PRODUCTION & PACKING L,2,2,,2
,,BLAND FARMS PRODUCTION AND PACKING,1,1,,
,9980,MEM NURSERIES LLC,1,1,,
GEORGIA Total,,,121,138,,48
HAWAII,0095,KONA HAVEN USA CORP,1,1,,
HAWAII Total,,,1,1,,
IDAHO,,SNAKE RIVER FARMERS ASSOCIATION,,,,1
,,WESTERN RANGE ASSOCIATION,,,,1
,0285,JEFF & KERI JO WEBER DBA STAR GATE,1,1,,
,0313,HARDING NURSERY INC,,,,1
,0420,BLAINE LARSEN FARMS INC,2,5,,
,0809,RICHARD DICK LUECK DBA LUECK RANCH,,1,,
,0818,THE HAIRPIN LC,,1,,
,1025,WESTSIDE GENERAL PARTNERSHIP,1,1,,
,1105,TASH T DIAMOND LIVESTOCK INC,1,1,,
,1266,VANISKO RANCHES INC,,1,,
,1430,STANDLEE AG RESOURCES,1,1,,
,1677,ROBISON FARMS INC,1,1,,
,1690,D & N INC,,1,,
,1890,LEAVITT FARMS,,1,,
,1977,WESTERN RANGE ASSN,85,97,1,12
,,WESTERN RANGE ASSOCATION,1,1,,1
,,WESTERN RANGE ASSOCIATION,12,13,,9
,1991,M PARKINSON & CO INC,,1,,
,2069,BUCKEYE DEVELOPMENT LLC,1,1,,
,2159,LC MCINTYRE FARMS LLC,1,1,,
,2265,BROCK AND PHILLIP OBENDORF FARMS L,1,1,,
,2306,WAGNER FARMS,,1,,
,2351,G & L RANCHES,1,1,,
,2504,FARM DEVELOPMENT CORP,,1,,
,2570,WILLIAM C & GINA M ASAY PARTNERSHI,1,1,,
,2671,GODFREY BROTHERS FARMS INC,,1,,
,2775,BARTON JAY WEBSTER DBA WEBSTER FAR,,1,,
,3263,PARK LIVESTOCK CO,1,1,,
,3735,EME CUSTOM FARMING LLC DBA AREA CU,1,1,,
,3773,WET & WILD LLC,1,1,,
,3786,ALAN BROWN,,1,,
,3880,CARSON FARMS LLC,1,1,,
,3902,SOBOTKA FARMS LLC,1,1,,
,4134,BH 77 LLC,1,1,,
,4174,LANCE & LISA FUNK PARTNERSHIP DBA,,1,,
,4341,CORP OF THE PRESIDING BISHOP OF TH,,1,,
,4357,PARK RIVER SPLIT RANCH LLC,1,1,,
,4435,SHAWVER FARMS INC,1,1,,
,4731,TELLEZ FARM LLC,2,2,,
,4738,TETON MOTORS INC DBA TETON TOYOTA,1,1,,
,4742,HARRINGTON CO,1,1,,
,4750,COOKSEY PRODUCE LLC,1,1,,
,4991,SCHUETT FARMS,1,1,,
,5083,(blank),,1,,
,5188,STEELE FARMS INC,1,1,,
,5239,RANDY UFFELMAN INC,,1,,
,5258,KRAUS FARMS LLC,2,2,,
,5289,GARY BERRINGTON RANCH,1,1,,
,5294,HAYDEN CREEK RANCH LLC,,1,,
,5536,RHETT WATSON FARMS INC,,1,,
,5670,RICKS HAY FARMS LLC,,1,,
,5790,LAVA LAKE LAND & LIVESTOCK LLC,1,1,,
,5985,BOBRICK BROTHERS INC,2,2,,
,5990,BEEM FARMS INC,1,1,,
,6194,5 S FARMS INC,,1,,
,6216,HD DUNN & SON ANGUS RANCH LLC,1,1,,
,6241,(blank),1,1,,
,6246,KENNY ANDERSON INC,1,1,,
,6249,(blank),1,1,,
,6254,MONTANA POLLINATIONS INC,,1,,
,6296,CORNWELL RANCH,2,2,,
,6369,T & B RANCH INC,1,1,,
,6390,WOLF ONE FARMS INC,,1,,
,6438,WILCOCK LAND & LIVESTOCK LLC,1,1,,
,6550,HOLILIFIELD RANCHES INC,1,1,,
,6661,(blank),,1,,
,7269,J & V DAIRY LLC,,1,,
,7420,TASH RANCH CO,,1,,
,7445,WYOMATOES,1,1,,
,7531,C C & P FARMS LLC,1,1,,
,7674,PROVOST RANCH LLC,1,1,,
,7783,PARKINSON SEED FARM INC,1,1,,
,7851,D PAUL DIXON DIXON FARM & RANCH,,1,,
,7873,MOYLE MINK & TANNERY INC,1,1,,
,7881,JACK HIRSCHY LIVESTOCK INC,,,,1
,8014,ELLSWORTH FARMS,1,1,,
,8099,5 L RANCH CORP,1,1,,
,8112,KENNETH E JR & JACQUELINE A WHEELE,1,1,,
,8198,D YAM FARMS LLC,1,1,,
,8306,REBISH / KONEN LIVESTOCK LP,1,1,,
,8671,WANG RANCH LLC,,1,,
,8699,BLUE COLLAR FARMS LLC,1,1,,
,8812,RODNEY D & REBECCA LAKE DBA LAKE A,,1,,
,9020,CHAD OR CODY KUNTZ DBA KUNTZ FARMS,,1,,
,9027,SUMMERFIELD FARMS DFC LLC,,1,,
,9105,MASON CATTLE CO LLC,,,1,
,9283,MAGNOLIA GREENE INC,1,1,,
,9562,DAVID TUK NEDROW NEDROW BROTHERS F,,1,,
,9636,ROBSON FARMING LLC,,1,,
,9765,DAVID A KNIEVEL DBA KNIEVEL CATTLE,1,1,,
,9875,NICHOLES SEED FARMS,1,1,,
,9899,MARTY D & CODY L BEADZ DBA BEADZ B,1,1,,
,9905,DIXON LAND & CATTLE LLC,,1,,
,9937,(blank),,1,,
IDAHO Total,,,156,205,2,26
ILLINOIS,2023,BASS FARMS,1,1,,
,5802,RJ PORK LLC,1,1,,
,6389,SPRING VALLEY FARM & VENEYARD,1,1,,
,,SPRING VALLEY FARM & VINEYARD,1,1,,1
ILLINOIS Total,,,4,4,,1
INDIANA,0099,PHENIX FARMS INC,1,1,,1
,0916,BREINIG FARMS INC,,,,1
,2194,GARWOOD ORCHARDS INC,2,2,,
,4172,LORD S SEED LLC,1,1,,
,5829,VAN DER GEEST DAIRY CATTLE INC,,,,1
,6732,DIANA B GARCIA,1,1,,
,6812,CORDES BERRY FARM LLC,1,1,,
,7052,SCHOTTLER FARMS,,,,1
,9395,E T AGSERVICES COMPANY,,,,1
INDIANA Total,,,6,6,,5
IOWA,,WACHSTETTER FARMS INC,1,1,,1
,0486,M&Q LLC,1,1,,
,0724,WIRTZ BROTHERS LLP,1,1,,
,0741,D & M HARVESTING LLC,1,1,,
,1251,NORTH STAR AG CONSTRUCTION INC,8,9,,4
,,YOUNGREN EXCAVATING INC,1,1,,
,1293,GRONNEBERG FARMS,,1,,
,1836,RDS CONSTRUCTION LLC,,1,,
,2085,MF FARM SYSTEMS INC,1,1,,
,,ML FARM SYSTEMS INC,5,5,,
,2118,INTEGRITY BUILDERS & SUPPLY INC,1,1,,
,2585,LENNARD AG CO,1,1,,
,2589,SJS FARMS INC,1,1,,
,3203,BRETT DEBRUYCKER,,1,,
,3307,O SAN NEELY JR,,1,,
,3406,(blank),,,,1
,3556,KEVIN QUICK DBA KEVIN QUICK FARMS,1,2,,
,3612,PABLO CANTU DBA CANTU HARVESTING,1,1,,
,3634,L J PATTISON LLC,,1,,
,3662,RHEA CATTLE CO,2,1,,2
,4435,PEARSON & LIVESTOCK & MGMT LLC,1,1,,
,4557,GEMBERLING EXCAVATING INC,1,1,,
,4654,MORGAN FORAGE HARVESTING,,,,1
,4736,CHARLES BAKER FARMS,1,1,,1
,4837,RUST RANCHES,1,1,,
,4846,LAMBLEY HARVESTING,1,1,,
,5159,HARTUNG BROTHERS INC,1,1,,
,5311,CY MENT CONSTRUCTION CORP,,1,,
,5496,OAK VIEW FARMS,1,1,,1
,5549,SPARTANWOOD LLC,1,1,,
,5756,4L CONSTRUCTION INC,2,2,,
,5841,RHEA FARMS INC,1,1,,
,5936,FLORES CONSTRUCTION LLC,1,1,,
,5951,HOG SLAT INC,2,2,,
,6043,ALEWELT CONCRETE INC,22,26,,6
,6257,G & G MORENO INC,1,1,,1
,6372,STEIDINGER FARMS INC,1,1,,
,6818,PRECISION PUMPING INC,1,1,,
,6853,PINICON FARM,2,2,,
,6915,ALLEN FARMS,1,1,,
